reviewId;review;sentiment_classification;gender;location;date
1187;This app has become nearly useless. Lately it's constantly crashing if I open almost any other app on my phone, even ones that aren't trying to play any sound. The Spotify app will just crash and when I go in to restart it, the current song is just at the beginning. So annoying to constantly have to grab my phone and relaunch the app, especially when I'm busy and listening in the background.;negative;female;Perth, Australia;2025-07-11
1188;im not premium user but it deduct in my gcash acc auto debit but im not using it;negative;male;Jerusalem, Israel;2022-07-14
1189;Cancelled my subscription. I hope you gained at least one customer with your horrendous updates. I'm not going to pay for this service and then not be able to remove songs from my queue. You've clearly had an issue with devs pushing slop updates to justify their paychecks for a while now. I can't think of a single time y'all had a new update and it was something I liked, it's literally always at least annoying.;negative;male;Ottawa, Canada;2024-05-11
1190;too many ads;negative;female;Canberra, Australia;2025-06-23
1191;not bad;negative;male;Madrid, Spain;2021-03-21
1192;nth koppila ad ahn vekkunnathin oru parithi ind bad experience ad mathram kanan oru appp wasted one;negative;female;Queenstown, New Zealand;2025-05-15
1193;gets worse with every update. WHY WON'T YOU SHUFFLE?;negative;male;Manchester, United Kingdom;2021-10-25
1194;can the 'create +' button be removable? or swapped so the library button is bottom right again pls;negative;male;Nadi, Fiji;2025-03-22
1195;They will bomb you with ads if you don't buy the premium version.;negative;male;Vancouver, Canada;2024-04-11
1196;itni add diya kre k ek ganne uper;negative;male;Bangalore, India;2022-08-10
1197;nice music listening app;negative;male;Oslo, Norway;2021-08-11
1198;most worst app ever ✔️;negative;male;Seattle, United States;2024-02-11
1199;Really like app but you updated without my consent on my device which adds to the useage of my costly data and essentially you ruined it.;negative;male;Sydney, Australia;2025-03-18
1200;love this streaming platform;negative;male;Caracas, Venezuela;2025-01-28
1201;always add and add this is worth it app this is bad app useless not to download pls ..bekar faltu ar thke baje dekini sudhu add r add galagali ta korlmna kew ai faltu app load krbenna;negative;male;Boston, United States;2024-01-29
1202;terrible;negative;female;Hobart, Australia;2025-10-09
1203;my Spotify is not showing songs, I've tried redownloading it but the glitch persists;negative;male;Calgary, Canada;2023-11-17
1204;worst app;negative;male;Athens, Greece;2021-11-07
1205;bad;negative;male;Pretoria, South Africa;2023-01-18
1206;Worst update;negative;male;Guangzhou, China;2022-07-27
1207;"WHY is the create tab included now stop adding useless features!!! I'm so frustrated with spotify. Every update a feature breaks which is crazy considering i pay for PREMIUM. Why am i paying for features that dont even work?? Hiding songs doesnt work anymore, songs that i dont even play are added to ""On Repeat"" curated playlist since spotify pushes the SAME 12 SONGS. So frustrating literally what am I paying for besides no ads that's the ONLY feature that works properly";negative;female;Hobart, Australia;2025-12-15
1208;too greedy;negative;male;Dakar, Senegal;2022-10-17
1209;Updated it and it's still crashing. This is so disappointing;negative;female;Christchurch, New Zealand;2025-12-17
1210;fix this slow app, songs aint playin when selected, lagging lots, freezes! current issue happening now;negative;male;Cairo, Egypt;2023-07-06
1211;worst app ever;negative;male;Krakow, Poland;2021-09-20
1212;begging us to buy premium , after every single song ad is there it's too frustrating;negative;male;Milan, Italy;2021-03-19
1213;this app is total trash. Every feature is only in premium. It bearly play songs;negative;male;Marrakesh, Morocco;2022-09-29
1214;podcast doesn't work;negative;male;Stockholm, Sweden;2021-06-19
1215;really iam angry from spotify, bec when i play music that i choosed it, it make me listen to onther song and i cant listen to the musics that i want.;negative;male;San Jose, United States;2024-02-09
1216;Good;negative;male;Casablanca, Morocco;2022-12-20
1217;in case of login- my password is correct but Spotify says me it incorrect password after I checked my password but it is correct and another options is email but In that too it is saying that the password is incorrect, then I tried through Facebook but it is not working and I am not able to listen to the song without logging in so it is soo bad appp i think;negative;female;Suva, Fiji;2025-12-13
1218;Never trying this again. It forced me into my phone's factory reset boot menu.;negative;female;Christchurch, New Zealand;2025-08-20
1219;I actually loved Spotify and I also upgraded to premium for half a year but had to cancel it because it is way to expensive for one alone and not everyone has someone to share and only students get a discount sadly. Since I canceled my premium I only get ads or I can listen to two songs out of my playlist and then it plays recommended songs even though my playlist wasn't over. I'm really disappointed in Spotify and how it developed.;negative;male;Brussels, Belgium;2021-08-07
1220;I regret getting Spotify premium, the app is just downright slow, lags pretty much all the time when loading playlists. then it does the most nonsensical thing of taking me back to the top of the list instead of where the song is playing. my suggestion to people is to switch to apple. don't waste your money on this trash. it used to be fine back in 2016 when it wasn't available in india. idk if you still can't edit playlists, zero stars if possible;negative;male;Kumasi, Ghana;2022-11-14
1221;The fact that you intend to add ads to the premium so you can add a new more expensive premium plan is absolutely disgraceful. This company is greedy and shameful.;negative;male;Johannesburg, South Africa;2023-03-20
1222;2 paisai ki app h;negative;male;Denver, United States;2023-09-23
1223;worst app ever i have seen;negative;male;La Paz, Bolivia;2024-11-11
1224;I am rating this one star mainly because I am getting sick and tired of the same ads being played constantly. I don't listen to it that much and I don't want to pay money to listen to it. They need to stop with the same ads every time.;negative;male;Alexandria, Egypt;2023-05-07
1225;This is a useless app 😑;negative;male;Addis Ababa, Ethiopia;2022-12-31
1226;We can't listen songs of our choice when the limit is over ,and that is so disappointing.;negative;male;Jeddah, Saudi Arabia;2022-03-08
1227;After it's last update it have been the worst one! Before that update it was good! it says to use premium. But I am unable to use premium! I wanna get past opportunity though it's for ads!;negative;female;Wellington, New Zealand;2025-07-15
1228;"What is this stupid floating magnifying glass doing here? It's in the way and useless. It's like every single APP DEV team on the planet is completely lost and doing the most boneheaded ""updates"" for no reason. Get off it and make your app user friendly already.";negative;male;Manchester, United Kingdom;2020-12-10
1229;just trash;negative;male;Cali, Colombia;2025-01-27
1230;worst app for music at first it only showed add for advertising but now you cant play more than 6 songs of your choice in an app whose whole purpose is to play music;negative;male;Helsinki, Finland;2021-10-20
1231;Used to be my favorite app for music, but now its just too greedy with the restrictions and paywall. Like seriously i cant listen to my music in the order i want? i cant replay a song even once? Not to mention the amount and length of ads is totally ridiculous, yall know youre making PLENTY of money with how many people in the world have a subscription. Spotify has really turned to trash with its greed. please do better, yall used to be music for the people smh.;negative;male;Medellín, Colombia;2024-05-16
1232;unusable as a free user, the app constantly wants you to shove money into their pockets common guys;negative;male;Manila, Philippines;2022-08-31
1233;too many adds I can't pick the song I want and I can only have so many skips;negative;female;Perth, Australia;2025-11-12
1234;Worst experience without premium;negative;male;Munich, Germany;2021-06-18
1235;the auto shorts sucks get rid of it;negative;male;Prague, Czech Republic;2021-10-18
1236;i wanted to give a minus stars, just because it's really not good for poor People like me 😪🥲🥲 the app wants to get premium for change the songs or fast forward to music 😕😤😤😤that isn't good 💩💩💩;negative;female;Suva, Fiji;2025-06-05
