review;sentiment_classification;Topico_Dominante;Porcentaje_Similitud
good;positive;4;58.33000183105469%
with premium it's amazing;positive;0;38.88999938964844%
good🛐;positive;4;58.33000183105469%
Really great service, both in terms of collection and audio quality (though restricted to 320 kbps only). But the lack of High Resolution Lossless Audio Service compelled me to restrict to 4 stars only.;positive;4;40.900001525878906%
awesome;positive;0;58.33000183105469%
it's great but it keeps playing the same song on shuffled sometimes I can't play my podcast and have to do delete the app and download it again for me to be able to listen to it;positive;2;70.30999755859375%
4 stars because l failed to find the Offline backup feature;positive;1;68.55999755859375%
good quality of music;positive;3;54.02000045776367%
Now I'm a premium user and the services are satisfying 😌;positive;1;43.29999923706055%
superb excellent;positive;3;72.22000122070312%
good;positive;4;58.33000183105469%
I love this app;positive;0;72.16000366210938%
so up to date;positive;5;58.33000183105469%
it's very nice,if ur bored u can listen to Spotify and very useful and the clarity and quality are top notch,one of my favourite apps to listen to music!! perfect! but the reason why I have 4 stars is this app can also download song which are created by some YouTube's and influences,if it has all the quality that it must have then means this can be in the most used app of all time!!!! 😄😄😄;positive;3;41.9900016784668%
has my favorite songs in this;positive;2;72.18000030517578%
Spotify is a great app for music, audio books and more. I haven't used the app much but I do know it has thousands of songs and audio books for free. The only thing I don't like about this app is that it is slightly hard to use, but otherwise this is a great app to use.;positive;2;66.93000030517578%
🇮🇳;positive;0;16.670000076293945%
I wish there weren't so many premium features. Thanks.;positive;2;40.5099983215332%
Worst music app!;positive;0;54.0%
"Sponsored content appears occasionally even for a paying user. Recommendations are quite useless. Podcasts are suggested, you press ""not interested"", but they stay on the home screen anyway. Distracting video content. (I already contacted the support, as suggested below, let's see if things change) Otherwise, decent. I like notifications about concerts of artists I like.";positive;1;58.11000061035156%
aap ta ramro cha but aauta geet laguada arko geet lagcha.;positive;4;58.33000183105469%
My experience has been positive for the most part with Spotify.;positive;5;38.34000015258789%
glitchy but overall good;positive;2;30.8799991607666%
if I could also mix up tunes and create melodioes 🙄;positive;2;47.189998626708984%
"You should tell us or give us a demonstration for when you open the app for the first time after an update. And don't bother with the ""find out what's new thing"" like other apps just have a pop up that says we've changed this ""..."". I was getting so annoyed that I couldn't delete from the queue. Took me ages to figure out you now have to slide left.";positive;1;52.83000183105469%
-1 étoile trop chère;positive;0;16.670000076293945%
spotify is a very nice app the adds are sort of annoying but you get to listen to music without all the ads every single 2 minutes like on youtube.;positive;2;38.5099983215332%
Unable to select a song from a playlist to start playback when smart shuffle is on. Create shouldn't be in the nav.;positive;2;52.400001525878906%
Good app, too many ads.;positive;4;83.27999877929688%
I'd give it five stars if there were more genres for your liked songs... additionally if you could categorize music by decade!;positive;2;55.599998474121094%
good;positive;4;58.33000183105469%
can you add karaoke music's to your apps.;positive;2;51.56999969482422%
super💖;positive;3;58.33000183105469%
it is very good app because I like the song;positive;4;48.7599983215332%
you should bring more unavailable songs. every song should be on spotify then it will be a solid 5 star.;positive;2;33.63999938964844%
that's enough.;positive;4;58.33000183105469%
I love this app.;positive;0;72.16999816894531%
nice;positive;3;58.33000183105469%
1 time 1 ads is enough.;positive;4;54.38999938964844%
all is good but the premium option didn't work properly;positive;4;37.709999084472656%
good;positive;4;58.33000183105469%
it's so awesome;positive;0;58.33000183105469%
Is amazing;positive;0;58.33000183105469%
This app is awesome 💯😎;positive;0;72.16999816894531%
Like the way same genre of song are fused together when searching for song. The app is amazing;positive;2;49.0%
good;positive;4;58.33000183105469%
always enjoyable;positive;5;72.20999908447266%
Showing Add in between the songs is the one and only disturbing thing.;positive;2;88.02999877929688%
good app but I angry with ads;positive;4;79.08000183105469%
LOVE ITT;positive;0;38.88999938964844%
the app is good but I don't like the fact that I can't use it offline;positive;4;49.150001525878906%
very clear / updated;positive;3;38.900001525878906%
Best music app 😘 I love it 💗;positive;0;83.30999755859375%
I like Spotify for music but if u do not have primium then it's. not the best experience;positive;1;47.529998779296875%
great music streaming service;positive;0;62.119998931884766%
best soong play app 🌚💋;positive;0;49.25%
"-Review From Premium User-    A great music platform and user interface, but Spotify suffers on android with this app.   I have issues with eternal loading and constant lag.  I am running it on a Galaxy S7, there should be no issue optimizing it for flagship phones; especially being one of the leading music platforms.    I want to love it but I can't with its unresponsiveness.";positive;2;37.59000015258789%
Great app, but not perfect yet.;positive;2;63.189998626708984%
great!;positive;2;58.290000915527344%
love the fact that I can change my genre anytime my mood changes;positive;2;61.790000915527344%
love to hear music 😁🎶 and many options for music from all countries 😀 (except north korea😂🤣) but too many adds 🙂;positive;0;34.939998626708984%
👌🏻;positive;0;16.670000076293945%
be;positive;0;16.670000076293945%
Free is decent, yes some advertising on some podcasts but still lots of good stuff!;positive;4;50.279998779296875%
good;positive;4;58.33000183105469%
Superb;positive;3;58.33000183105469%
I started using Spotify in 2023 ... at that time there were many advertisements in the app... each time i used this app i used to get frustrated but the recent updates made it better rn but stills it glitches a little like fast forwarding the music or slowing it down and sometimes stopping it.. i would suggest if you want to hear music here you should use the subscription otherwise it is kind of a waste using this app;positive;1;44.34000015258789%
the app is good on both desktop and phone. would like there to be a better search fbut acility to search within channel. I listen to mostly talk radio from various news sites. once on a news channel, I can't search for the topic or interviewee.;positive;2;65.23999786376953%
